2,9,10
4,5,10
0,8,10
2,8,19
0,2,5
7,10,13
3,6,12
4,6,19
2,13,16
1,2,16
0,1,9
8,12,18
3,8,15
3,10,15
6,13,18
2,9,18
0,16,18
4,13,15
8,10,18
10,13,18
7,12,19
11,12,13
1,9,12
11,12,16
5,14,15
2,3,16
0,12,18
9,12,19
6,9,14
0,4,18
4,12,15
3,6,13
12,13,14
6,12,13
3,6,19
5,11,12
8,14,18
5,7,16
4,15,19
0,12,15
3,4,5
2,12,17
4,6,9
10,14,15
3,6,11
3,11,13
1,2,6
7,15,18
4,8,12
12,14,15
4,12,19
2,6,16
1,4,18
4,12,17
5,9,14
6,8,9
0,5,17
0,14,19
0,8,13
3,10,11
1,11,14
0,1,12
0,2,7
13,17,19
0,12,17
4,7,19
4,16,18
1,3,4
1,8,11
2,6,13
6,7,8
2,13,15
4,9,19
3,6,17
9,16,17
1,2,4
10,12,13
5,6,15
2,3,9
12,15,16
0,7,15
12,13,18
9,11,19
2,11,15
3,16,17
1,7,10
10,11,15
1,6,16
9,13,17
7,16,19
3,7,8
3,4,15
1,5,10
7,12,15
4,10,18
2,15,18
8,10,14
5,16,18
2,4,15
0,1,6
0,2,12
6,9,18
4,5,18
5,9,17
0,1,17
7,11,13
7,14,16
2,5,8
5,14,18
9,16,18
0,4,8
6,11,17
13,14,15
5,6,17
3,10,18
3,5,13
0,8,17
12,15,19
1,4,12
2,11,18
6,13,14
7,9,14
0,6,7
7,9,18
2,13,19
1,5,12
4,5,8
5,13,15
4,12,13
1,3,7
3,9,16
10,12,16
1,10,16
0,4,14
1,14,17
5,14,17
9,12,14
0,1,10
5,12,17
5,10,12
2,16,19
2,10,13
9,13,16
5,6,16
2,12,15
3,5,19
4,5,6
3,13,15
0,6,17
11,15,18
6,11,12
0,6,11
1,3,16
2,9,16
14,15,17
4,5,16
1,2,10
1,3,12
3,5,16
0,4,7
3,7,12
9,10,19
7,11,16
6,14,17
4,11,15
7,14,17
7,10,17
0,13,18
8,16,19
4,18,19
9,12,18
1,2,7
8,11,18
2,4,6
4,5,17
1,7,9
0,4,6
12,16,19
1,8,12
4,8,15
1,3,19
7,13,17
0,7,10
6,10,18
1,7,8
8,10,17
5,12,15
3,11,17
0,4,10
1,6,13
7,9,16
1,2,15
2,5,14
4,9,17
5,6,11
13,16,18
7,9,11
0,5,14
4,14,19
8,12,17
3,16,19
4,13,17
1,10,19
11,12,17
9,10,17
2,5,15
1,5,9
0,3,5
2,3,17
4,5,12
1,6,9
3,6,8
10,11,18
1,8,13
8,15,17
10,11,12
0,9,17
2,14,16
5,12,16
3,10,14
8,13,18
5,11,13
1,5,15
0,7,17
7,8,16
7,12,14
4,8,9
1,7,14
4,5,19
7,11,14
9,14,15
5,15,16
8,9,14
0,3,17
2,9,12
5,10,14
5,18,19
4,5,11
7,16,17
11,13,18
3,14,19
1,3,14
5,14,19
0,1,3
5,15,18
5,12,18
2,10,11
4,7,14
0,9,11
1,15,16
10,13,19
7,15,16
2,15,19
2,10,15
1,3,5
0,5,7
8,11,15
9,11,17
2,7,13
1,7,12
9,17,19
3,8,13
1,13,17
0,11,18
13,14,17
5,11,19
0,11,12
7,17,18
4,9,14
8,10,16
0,8,14
6,8,14
7,14,19
11,14,18
0,9,15
5,8,11
0,9,19
9,14,19
7,13,16
3,6,15
2,7,19
8,14,16
2,9,11
11,13,17
8,15,19
10,11,17
7,13,18
0,13,16
3,15,18
3,8,18
4,10,16
1,13,18
8,13,19
1,11,15
4,6,12
3,13,17
8,10,11
0,5,11
12,14,19
3,4,16
5,6,18
2,8,14
12,13,16
12,17,18
0,7,12
2,5,12
2,10,12
4,15,17
3,6,14
4,8,16
12,14,16
3,11,16
5,8,18
10,15,16
1,4,16
8,12,13
3,17,18
2,7,14
5,7,12
3,4,19
13,15,18
6,14,15
1,12,17
11,14,15
6,8,10
9,15,17
1,4,19
5,10,16
11,13,15
11,12,15
2,4,9
3,4,12
0,16,17
1,5,8
12,14,17
13,18,19
4,7,8
7,13,19
7,8,13
4,6,7
6,7,12
0,11,16
0,2,14
9,14,17
4,11,19
13,14,18
1,13,19
10,13,16
0,2,10
11,12,19
2,6,14
9,10,15
9,12,15
9,12,13
1,14,18
0,5,13
12,14,18
3,12,16
5,13,18
4,7,10
6,14,16
8,12,16
3,5,10
5,8,12
10,12,18
0,11,17
7,18,19
3,7,18
4,12,16
1,9,14
1,11,16
8,12,14
0,10,18
7,11,15
5,6,13
8,15,16
3,6,10
4,11,14
6,10,12
2,10,16
0,15,16
0,9,12
6,13,15
5,13,19
9,14,16
7,15,17
8,17,18
8,10,15
4,9,12
1,12,14
2,6,11
3,15,16
1,2,14
6,16,17
5,8,19
1,4,14
2,4,8
5,8,15
3,10,17
6,10,11
0,12,16
1,7,18
11,13,19
2,8,12
3,7,9
0,4,15
4,10,17
7,10,16
8,14,15
0,2,13
1,3,17
4,8,18
5,7,11
13,17,18
0,8,16
8,12,15
15,16,17
0,2,4
5,12,19
3,11,12
2,7,16
2,11,16
4,15,16
2,6,12
4,5,13
0,1,19
6,15,18
4,8,13
0,8,12
11,16,19
4,5,14
5,10,11
0,1,15
6,10,15
9,11,14
2,8,9
2,4,17
3,4,10
0,12,19
7,17,19
14,17,18
0,1,16
4,5,9
0,1,18
4,8,17
12,13,19
6,9,19
2,4,14
2,6,17
1,17,18
7,11,18
4,14,18
2,3,13
1,9,16
8,9,16
1,6,7
10,12,15
7,8,15
4,6,11
5,7,8
6,15,16
3,9,13
1,9,18
1,12,15
8,13,16
0,3,4
9,15,19
1,9,15
0,12,13
1,16,19
5,7,15
6,7,16
0,1,7
7,14,15
7,16,18
3,4,13
9,13,18
0,10,14
2,6,10
11,15,17
0,4,16
6,7,18
0,7,18
5,10,13
0,12,14
0,7,11
3,9,18
1,2,5
5,6,14
0,2,6
0,17,18
3,14,16
4,7,17
4,6,8
3,5,14
4,5,7
6,7,11
0,7,16
2,7,8
7,9,13
0,1,11
1,7,13
13,14,19
7,8,10
10,14,18
1,10,14
3,14,18
4,5,15
1,5,17
9,12,16
0,3,15
3,10,19
4,6,14
1,5,11
0,1,14
10,15,19
2,8,16
0,3,18
7,13,14
7,9,19
0,3,12
0,9,18
8,10,12
1,5,18
5,10,15
9,11,15
2,3,8
2,4,12
0,10,12
5,7,18
3,5,11
2,12,16
0,11,15
8,13,14
11,12,14
4,7,15
2,12,18
3,4,9
1,7,15
7,8,9
0,10,11
3,9,15
1,12,13
0,9,14
6,12,18
2,9,15
4,12,14
5,11,15
0,8,19
1,11,17
3,7,15
1,14,19
0,10,19
5,8,14
5,12,14
1,10,18
7,14,18
9,10,16
2,6,9
6,9,12
0,5,15
4,9,10
4,7,13
0,2,15
5,12,13
0,2,17
10,12,19
12,13,17
9,17,18
7,11,17
2,4,10
7,9,15
13,14,16
5,13,17
0,6,15
2,7,17
5,6,9
12,17,19
2,3,11
1,2,19
5,6,12
0,7,14
2,5,11
9,13,14
4,17,18
2,18,19
0,10,15
0,10,16
1,4,11
1,6,10
7,11,12
10,11,13
17,18,19
5,11,14
0,13,19
1,3,9
2,4,16
1,10,12
5,17,19
10,11,14
3,12,19
3,18,19
0,16,19
8,11,14
1,11,13
16,17,18
2,3,7
10,17,18
0,5,12
2,3,12
4,16,19
2,6,7
10,13,14
2,6,8
0,3,6
3,13,18
8,11,17
9,12,17
0,9,10
1,5,6
6,9,15
0,17,19
3,8,11
7,9,12
3,7,19
5,9,18
2,8,11
5,8,17
5,6,7
11,17,18
4,13,19
11,16,17
7,11,19
1,15,18
5,9,13
2,15,17
5,7,10
5,10,19
1,11,12
10,16,18
1,6,8
4,6,18
0,2,11
3,14,15
5,7,19
3,12,13
1,3,13
13,16,17
6,8,18
1,4,9
3,6,16
3,12,15
11,14,17
3,4,17
0,3,13
0,7,19
2,9,19
5,7,17
4,12,18
1,12,19
1,9,11
4,7,16
0,4,19
0,6,16
11,14,19
1,2,13
3,9,17
7,9,10
1,9,13
2,7,11
0,6,19
4,6,15
7,9,17
2,5,13
13,16,19
7,10,11
1,2,12
2,13,18
3,7,14
9,10,12
3,9,19
10,16,17
11,18,19
1,5,7
0,15,17
5,6,8
0,8,18
6,7,19
1,4,6
0,7,9
2,8,18
1,7,19
3,8,14
2,6,18
0,11,19
8,17,19
6,8,13
0,4,12
15,17,19
1,12,16
5,6,19
0,2,3
10,18,19
1,7,17
2,3,5
0,9,13
2,4,19
2,8,13
6,9,17
2,7,18
1,6,17
9,11,16
5,8,13
0,2,19
13,15,16
1,13,14
1,2,17
11,13,16
3,5,18
0,7,13
1,9,17
6,10,14
1,5,13
3,7,16
1,3,6
3,11,14
14,15,16
1,3,11
1,7,11
3,4,7
3,13,14
5,13,14
0,13,14
2,12,19
3,13,16
2,10,14
0,5,18
0,1,13
8,14,17
8,9,19
5,9,12
8,10,19
2,12,13
1,15,17
1,4,5
1,2,11
0,9,16
7,10,19
6,10,17
7,8,18
6,12,17
7,10,15
6,12,15
12,15,17
4,7,18
1,2,18
3,8,19
3,5,6
1,6,11
1,6,15
1,4,15
6,11,19
5,7,13
4,9,11
2,3,6
2,5,19
4,14,16
6,13,19
4,6,13
2,16,18
0,2,8
1,15,19
10,12,14
6,8,17
4,17,19
0,8,11
14,15,19
3,10,16
16,18,19
9,15,18
1,16,18
3,11,15
2,5,16
14,18,19
7,8,12
2,11,17
0,8,9
3,9,11
9,13,19
6,7,15
2,8,15
8,9,11
3,4,11
1,18,19
2,14,15
1,8,14
4,11,12
0,4,17
0,15,19
2,6,19
4,6,10
10,15,17
6,9,10
3,4,14
2,3,15
1,17,19
7,12,17
11,15,19
8,11,16
10,11,19
2,4,7
11,13,14
1,8,10
5,9,19
0,3,19
0,5,6
1,8,18
8,12,19
2,5,17
5,8,16
1,8,19
2,4,18
0,5,10
2,15,16
2,13,17
0,3,7
4,7,11
10,12,17
1,6,19
4,6,16
2,17,18
4,11,16
1,5,19
4,14,15
10,11,16
7,12,18
1,4,8
1,12,18
3,8,9
1,5,16
0,14,16
6,8,11
2,4,11
6,9,13
7,15,19
6,11,16
1,2,8
3,8,17
7,10,18
0,14,15
4,13,18
10,17,19
8,10,13
1,8,17
0,18,19
0,3,8
6,8,16
0,6,18
2,13,14
9,10,11
2,10,19
6,7,17
11,15,16
15,18,19
3,6,7
3,13,19
5,10,17
6,14,18
14,16,19
4,9,16
4,14,17
4,6,17
2,9,17
5,8,10
8,11,19
1,13,16
3,4,6
3,5,12
3,5,17
7,13,15
2,3,10
9,11,12
3,9,10
6,12,19
